,MATCH,TEAM,match,team,passes completed,total passes,passes acc,goals for,total shots,on-target,possession,fouls committed,fouls suffered,distance,distance poss,offsides,distance not poss,yellow,red,high intensity,low intensity,sprints,time opp half,time opp third,goals_against,WDL,year
126,64,ESP,64,ESP,542,715,72.85714286,1,19,6,60,19,28,136.362,54.099,6,44.827,5,0,8.357142857000001,83.85714286,1220.0,47.35714286,19.78571429,0,1,2010
127,64,NED,64,NED,294,475,61.5,0,13,5,40,28,18,134.218,42.056000000000004,7,56.06100000000001,9,1,8.357142857000001,84.42857143,1147.0,33.5,12.21428571,1,-1,2010
0,1,BRA,1,BRA,433,566,67.78571429,3,14,9,61,5,20,102.09200000000001,40.566,1,31.48,2,0,9.571428571,83.28571429,329.0,49.14285714,27.92857143,1,1,2014
1,1,CRO,1,CRO,284,410,67.07692308,1,10,4,39,21,5,109.164,32.441,0,45.832,2,0,9.461538462,82.0,334.0,33.46153846,15.07692308,3,-1,2014
2,2,CMR,2,CMR,284,391,70.38461538,0,10,4,38,12,9,100.065,27.962,3,38.934,1,0,7.538461538,85.92307692,318.0,41.61538462,19.61538462,1,-1,2014
3,2,MEX,2,MEX,484,598,74.64285714,1,9,5,62,11,11,104.435,38.438,5,30.041999999999998,1,0,9.357142857000001,83.0,320.0,44.07142857,18.0,0,1,2014
4,3,ESP,3,ESP,566,680,80.64285714,1,9,6,64,5,17,102.037,39.998000000000005,0,34.605,0,0,8.071428571,84.21428571,340.0,47.0,19.07142857,5,-1,2014
5,3,NED,3,NED,318,425,73.71428571,5,13,11,36,18,4,109.381,36.945,0,43.748999999999995,0,0,9.5,82.14285714,384.0,35.0,12.92857143,1,1,2014
6,4,AUS,4,AUS,324,434,72.07142857,1,13,6,35,18,8,115.89,32.605,1,54.831,3,0,10.92857143,79.28571429,388.0,36.85714286,15.92857143,3,-1,2014
7,4,CHI,4,CHI,615,729,82.0,3,11,9,65,9,18,113.55,50.997,1,33.257,1,0,10.71428571,80.57142857,475.0,49.57142857,21.0,1,1,2014
8,5,COL,5,COL,328,430,74.57142857,3,12,8,48,19,14,107.616,36.943000000000005,0,41.128,0,0,9.571428571,82.64285714,366.0,37.85714286,16.64285714,0,1,2014
9,5,GRE,5,GRE,377,501,75.28571429,0,12,7,52,14,17,104.851,39.888000000000005,0,36.408,0,0,9.214285713999999,83.14285714,325.0,44.28571429,21.5,3,-1,2014
10,6,CIV,6,CIV,456,570,77.71428571,2,20,10,58,12,13,97.225,39.681,3,31.274,2,0,7.714285714,85.85714286,299.0,44.92857143,19.85714286,1,1,2014
11,6,JPN,6,JPN,326,456,69.78571429,1,7,4,42,13,11,108.251,33.787,1,46.251999999999995,2,0,8.928571429,82.71428571,403.0,40.14285714,15.71428571,2,-1,2014
12,7,CRC,7,CRC,313,443,62.14285714,3,12,4,44,18,20,108.605,31.894000000000002,0,34.327,0,0,8.571428571,83.57142857,306.0,43.5,20.64285714,1,1,2014
13,7,URU,7,URU,387,513,74.21428571,1,9,5,56,20,18,104.258,32.419000000000004,0,30.92,0,0,8.642857142999999,83.35714286,275.0,42.35714286,17.21428571,3,-1,2014
14,8,ENG,8,ENG,467,544,85.07142857,1,18,8,44,8,12,107.25200000000001,40.389,0,45.937,0,0,8.214285713999999,83.78571429,301.0,52.14285714,28.42857143,2,-1,2014
15,8,ITA,8,ITA,606,679,85.92857143,2,12,5,56,12,8,110.458,45.973,0,43.791000000000004,0,0,9.0,82.14285714,301.0,30.57142857,12.64285714,1,1,2014
16,9,ECU,9,ECU,266,376,70.61538462,1,10,6,38,15,9,98.916,29.590999999999998,0,40.455999999999996,0,0,7.769230769,85.53846154,306.0,36.23076923,16.15384615,2,-1,2014
17,9,SUI,9,SUI,468,583,78.46153846,2,18,12,62,9,14,113.62799999999999,45.034,0,36.512,0,0,10.15384615,81.07692308,397.0,49.61538462,25.07692308,1,1,2014
18,10,FRA,10,FRA,624,717,84.07142857,2,20,10,71,13,12,108.179,49.888000000000005,1,29.48,3,0,9.571428571,81.92857143,338.0,59.71428571,32.14285714,0,1,2014
19,10,HON,10,HON,251,347,73.5,0,4,2,29,14,13,98.773,25.456,2,47.571999999999996,2,0,8.428571429,83.85714286,320.0,19.28571429,5.071428571,2,-1,2014
20,11,ARG,11,ARG,536,637,80.35714286,1,11,5,59,10,13,105.432,42.545,0,38.247,1,0,9.428571429,82.42857143,337.0,40.5,16.0,1,0,2014
21,11,BIH,11,BIH,392,498,76.35714286,1,16,11,41,14,9,115.488,40.018,3,49.12,1,0,10.57142857,79.71428571,388.0,40.64285714,18.64285714,1,0,2014
22,12,IRN,12,IRN,192,309,63.92307692,0,7,3,31,18,14,108.289,27.491,0,46.086999999999996,0,0,9.615384615,81.92307692,363.0,27.38461538,10.23076923,0,0,2014
23,12,NGA,12,NGA,464,602,73.71428571,0,10,6,69,16,18,100.104,40.97,0,27.237,0,0,7.928571429,84.57142857,330.0,50.92857143,24.92857143,0,0,2014
24,13,GER,13,GER,483,588,81.28571429,4,13,9,57,8,11,111.65100000000001,42.722,2,39.835,0,0,9.571428571,81.35714286,318.0,38.64285714,17.57142857,0,1,2014
25,13,POR,13,POR,391,491,79.21428571,0,14,9,43,11,8,101.868,34.396,1,41.538000000000004,1,1,8.928571429,82.71428571,306.0,38.92857143,15.71428571,4,-1,2014
26,14,GHA,14,GHA,445,588,74.85714286,1,21,8,62,10,12,110.574,42.245,0,30.455,0,0,9.071428571,83.0,418.0,52.21428571,25.42857143,2,-1,2014
27,14,USA,14,USA,281,429,65.42857143,2,8,7,38,12,10,116.978,31.301,0,46.071000000000005,0,0,9.285714286000001,82.0,410.0,31.21428571,12.57142857,1,1,2014
28,15,ALG,15,ALG,206,336,64.07142857,1,3,1,33,18,18,113.469,28.401999999999997,0,52.847,0,0,10.0,81.07142857,294.0,24.92857143,8.928571429,2,-1,2014
29,15,BEL,15,BEL,547,665,76.78571429,2,16,10,67,20,17,109.962,49.566,0,28.901,0,0,9.428571429,82.07142857,306.0,59.5,31.85714286,1,1,2014
30,16,KOR,16,KOR,426,550,76.14285714,1,10,6,51,7,15,108.12899999999999,39.673,0,39.585,0,0,8.571428571,82.5,311.0,36.64285714,17.21428571,1,0,2014
31,16,RUS,16,RUS,408,542,73.92857143,1,16,10,49,15,7,113.809,40.529,0,43.96,0,0,10.71428571,79.57142857,334.0,43.5,21.35714286,1,0,2014
32,17,BRA,17,BRA,352,476,73.14285714,0,14,8,53,13,17,97.35,35.177,0,34.195,0,0,8.071428571,85.0,318.0,47.42857143,23.07142857,0,0,2014
33,17,MEX,17,MEX,299,404,67.92857143,0,13,3,47,18,13,100.234,33.676,0,37.56,0,0,9.071428571,84.21428571,313.0,40.28571429,17.71428571,0,0,2014
34,18,CMR,18,CMR,273,384,69.35714286,0,18,7,42,11,9,92.57,26.656,0,33.655,0,1,7.928571429,84.92857143,314.0,44.07142857,20.42857143,4,-1,2014
35,18,CRO,18,CRO,361,466,75.21428571,4,21,14,58,9,11,101.454,34.796,4,30.241999999999997,1,0,8.642857142999999,84.35714286,354.0,42.07142857,19.28571429,0,1,2014
36,19,CHI,19,CHI,332,464,72.35714286,2,7,4,63,15,14,117.59,33.43,0,53.663000000000004,0,0,11.78571429,80.07142857,462.0,30.07142857,10.78571429,0,1,2014
37,19,ESP,19,ESP,579,705,79.14285714,0,15,9,37,14,15,109.257,49.152,0,32.385,0,0,8.928571429,83.07142857,369.0,54.64285714,26.92857143,2,-1,2014
38,20,AUS,20,AUS,376,500,66.28571429,2,10,8,50,18,22,120.554,40.638000000000005,1,47.526,1,0,11.71428571,78.57142857,413.0,47.78571429,20.42857143,3,-1,2014
39,20,NED,20,NED,384,496,70.71428571,3,15,14,50,25,18,115.075,44.45399999999999,1,39.949,1,0,10.5,80.0,383.0,38.42857143,12.85714286,2,1,2014
40,21,CIV,21,CIV,377,484,75.78571429,1,15,12,55,14,11,94.689,35.338,0,30.493000000000002,0,0,7.714285714,85.85714286,305.0,50.14285714,26.07142857,2,-1,2014
41,21,COL,21,COL,292,407,70.21428571,2,11,7,45,11,13,102.06299999999999,32.047,0,38.857,0,0,8.428571429,84.28571429,348.0,31.85714286,13.64285714,1,1,2014
42,22,GRE,22,GRE,144,243,58.57142857,0,9,5,26,18,21,95.556,20.88,3,40.489000000000004,2,0,8.071428571,85.07142857,301.0,31.14285714,13.5,0,0,2014
43,22,JPN,22,JPN,570,662,85.53846154,0,16,11,74,23,17,102.025,42.755,1,23.38,1,0,8.230769231,84.07692308,349.0,52.07692308,28.0,0,0,2014
44,23,ENG,23,ENG,415,548,70.21428571,1,13,8,62,12,16,104.21799999999999,41.688,0,26.921,0,0,9.0,83.64285714,384.0,50.57142857,28.57142857,2,-1,2014
45,23,URU,23,URU,185,320,59.0,2,10,6,38,17,12,105.352,26.594,0,43.001999999999995,0,0,9.785714286000001,82.5,404.0,30.07142857,13.71428571,1,1,2014
46,24,CRC,24,CRC,304,406,71.71428571,1,10,6,61,24,10,107.1,30.793000000000003,0,45.013000000000005,0,0,8.785714286000001,83.5,334.0,40.14285714,15.28571429,0,1,2014
47,24,ITA,24,ITA,522,612,78.0,0,10,6,39,10,22,104.469,41.956,0,32.281,0,0,8.071428571,84.14285714,269.0,45.92857143,17.14285714,1,-1,2014
48,25,FRA,25,FRA,335,443,76.28571429,5,22,16,41,16,12,105.639,33.069,0,42.58,0,0,9.0,83.14285714,363.0,33.92857143,12.21428571,2,1,2014
49,25,SUI,25,SUI,469,578,80.64285714,2,17,8,59,12,15,106.16799999999999,42.103,0,34.193000000000005,0,0,8.928571429,83.21428571,364.0,41.78571429,17.92857143,5,-1,2014
50,26,ECU,26,ECU,303,439,60.57142857,2,8,5,50,17,13,95.04299999999999,32.844,1,31.092,3,0,7.571428571,86.0,305.0,39.14285714,18.5,1,1,2014
51,26,HON,26,HON,299,429,68.07142857,1,16,9,50,15,15,95.8,30.607,1,34.549,2,0,7.285714286,86.14285714,329.0,38.14285714,15.71428571,2,-1,2014
52,27,ARG,27,ARG,510,630,75.71428571,1,19,9,74,8,14,100.29899999999999,46.628,0,21.984,0,0,8.0,85.14285714,323.0,57.21428571,33.28571429,0,1,2014
53,27,IRN,27,IRN,136,242,58.07142857,0,8,4,26,14,7,108.03,22.35,1,51.201,2,0,10.0,82.07142857,333.0,22.21428571,10.0,1,-1,2014
54,28,BIH,28,BIH,475,596,75.78571429,0,18,10,59,7,9,110.32,46.479,0,39.32,0,0,9.285714286000001,82.78571429,349.0,48.85714286,23.85714286,1,-1,2014
55,28,NGA,28,NGA,299,422,65.92307692,1,20,13,41,9,7,103.273,34.843,0,45.498999999999995,0,0,8.461538462,84.15384615,348.0,35.07692308,15.61538462,0,1,2014
56,29,GER,29,GER,584,713,78.92857143,2,11,6,62,11,16,116.87799999999999,49.43,1,39.879,0,0,10.71428571,80.07142857,389.0,44.85714286,20.28571429,2,0,2014
57,29,GHA,29,GHA,335,453,75.92857143,2,20,10,38,17,11,110.73700000000001,36.735,5,48.211000000000006,1,0,10.21428571,81.57142857,412.0,38.57142857,16.0,2,0,2014
58,30,POR,30,POR,488,582,84.5,2,20,9,52,14,11,106.515,39.711999999999996,0,38.468,0,0,8.428571429,83.57142857,293.0,46.78571429,21.07142857,2,0,2014
59,30,USA,30,USA,453,553,75.5,2,15,10,48,11,13,110.29,38.661,0,42.535,0,0,9.571428571,82.35714286,357.0,33.42857143,11.71428571,2,0,2014
60,31,BEL,31,BEL,355,500,68.64285714,1,11,7,51,14,7,108.154,37.794000000000004,0,37.677,0,0,9.214285713999999,83.35714286,334.0,43.85714286,20.85714286,0,1,2014
61,31,RUS,31,RUS,329,470,66.92857143,0,13,6,49,9,12,117.708,39.696999999999996,0,43.19,0,0,11.5,79.5,400.0,37.28571429,16.14285714,1,-1,2014
62,32,ALG,32,ALG,331,458,66.0,4,15,8,48,16,13,113.819,37.1,0,40.645,0,0,10.14285714,80.92857143,440.0,33.14285714,16.0,2,1,2014
63,32,KOR,32,KOR,356,491,66.42857143,2,9,6,52,13,16,112.902,39.248000000000005,0,37.639,0,0,10.07142857,81.07142857,412.0,47.71428571,24.64285714,4,-1,2014
64,33,BRA,33,BRA,373,486,74.0,4,19,18,55,19,14,101.583,38.266999999999996,3,31.825,0,0,9.714285713999999,83.0,431.0,42.14285714,19.5,1,1,2014
65,33,CMR,33,CMR,321,433,71.14285714,1,12,6,45,14,19,99.309,30.414,1,37.746,3,0,8.285714286000001,84.92857143,362.0,44.0,17.85714286,4,-1,2014
66,34,CRO,34,CRO,376,506,70.21428571,1,10,5,55,18,11,103.735,37.222,0,31.418000000000003,0,0,8.642857142999999,84.35714286,378.0,44.42857143,22.92857143,3,-1,2014
67,34,MEX,34,MEX,299,434,73.42857143,3,12,7,45,12,18,108.234,31.230999999999998,0,39.516999999999996,0,0,9.428571429,82.71428571,365.0,39.5,19.57142857,1,1,2014
68,35,AUS,35,AUS,415,542,74.5,0,4,0,42,14,9,117.868,38.687,1,53.63,2,0,11.14285714,78.85714286,389.0,42.57142857,17.42857143,3,-1,2014
69,35,ESP,35,ESP,572,705,80.85714286,3,11,8,58,9,13,114.164,50.088,6,37.632,1,0,9.642857142999999,80.78571429,331.0,45.78571429,20.42857143,0,1,2014
70,36,CHI,36,CHI,479,609,75.35714286,0,7,1,68,14,23,104.228,41.278,0,26.573,0,0,9.357142857000001,83.0,406.0,50.5,23.35714286,2,-1,2014
71,36,NED,36,NED,197,317,58.07142857,2,13,8,32,26,13,103.796,26.616,0,42.498000000000005,0,0,9.071428571,83.07142857,341.0,31.85714286,13.42857143,0,1,2014
72,37,COL,37,COL,265,401,64.71428571,4,13,9,39,19,10,104.805,35.762,2,41.167,1,0,8.285714286000001,84.64285714,375.0,28.5,11.64285714,1,1,2014
73,37,JPN,37,JPN,380,517,71.85714286,1,23,13,61,10,19,107.211,42.7,0,36.83,1,0,10.57142857,81.07142857,430.0,54.28571429,28.42857143,4,-1,2014
74,38,CIV,38,CIV,382,478,71.92857143,1,13,9,46,23,12,95.43700000000001,33.348,0,29.811999999999998,0,0,7.714285714,86.0,305.0,37.71428571,16.28571429,2,-1,2014
75,38,GRE,38,GRE,265,351,67.5,2,13,5,54,13,22,103.751,30.785,0,37.608000000000004,0,0,7.857142857,85.85714286,341.0,40.5,18.78571429,1,1,2014
76,39,ITA,39,ITA,452,568,74.35714286,0,9,5,57,19,19,106.39,38.768,0,32.253,0,0,8.928571429,82.78571429,264.0,40.64285714,20.78571429,1,-1,2014
77,39,URU,39,URU,323,446,71.71428571,1,14,9,43,20,15,104.30799999999999,30.680999999999997,0,38.853,0,0,8.785714286000001,83.35714286,281.0,43.57142857,22.5,0,1,2014
78,40,CRC,40,CRC,333,468,70.85714286,0,4,3,44,17,14,108.973,34.494,0,42.667,0,0,10.28571429,81.21428571,393.0,37.92857143,12.78571429,0,0,2014
79,40,ENG,40,ENG,404,552,69.92857143,0,8,3,56,17,17,107.475,40.242,0,35.187,0,0,9.928571429,82.14285714,400.0,47.5,20.57142857,0,0,2014
80,41,HON,41,HON,496,599,79.71428571,0,13,6,62,17,18,93.757,38.874,0,30.019000000000002,1,0,6.857142857,86.85714286,275.0,51.0,23.5,3,-1,2014
81,41,SUI,41,SUI,282,382,67.35714286,3,16,13,38,18,17,105.90799999999999,32.5,2,45.121,0,0,8.428571429,83.35714286,298.0,34.78571429,13.0,0,1,2014
82,42,ECU,42,ECU,230,366,54.92857143,0,11,7,32,17,6,102.291,29.497,0,43.661,0,0,8.857142857000001,83.71428571,356.0,32.14285714,11.14285714,0,0,2014
83,42,FRA,42,FRA,508,640,78.92857143,0,20,13,68,6,15,110.973,45.551,0,34.089,0,0,9.642857142999999,82.28571429,407.0,50.57142857,27.0,0,0,2014
84,43,ARG,43,ARG,479,615,76.71428571,3,18,13,39,6,17,102.06200000000001,40.339,1,34.457,0,0,9.5,83.0,359.0,46.78571429,22.92857143,2,1,2014
85,43,NGA,43,NGA,308,435,69.76923077,2,12,7,61,17,6,102.348,32.948,1,42.521,2,0,9.0,83.38461538,394.0,37.76923077,16.38461538,3,-1,2014
86,44,BIH,44,BIH,543,670,76.35714286,3,13,9,66,20,16,111.96700000000001,48.513000000000005,0,30.147,0,0,9.0,82.85714286,359.0,44.35714286,18.78571429,1,1,2014
87,44,IRN,44,IRN,276,399,68.28571429,1,7,5,34,17,19,107.15799999999999,28.165,0,48.348,0,0,9.214285713999999,82.78571429,385.0,39.28571429,18.21428571,3,-1,2014
88,45,GER,45,GER,725,819,84.07142857,1,13,9,67,9,14,112.791,51.544,7,33.715,1,0,9.785714286000001,81.35714286,333.0,54.21428571,23.57142857,0,1,2014
89,45,USA,45,USA,363,458,75.84615385,0,4,1,33,15,9,114.545,31.429000000000002,2,55.756,2,0,10.15384615,81.07692308,423.0,31.61538462,11.15384615,1,-1,2014
90,46,GHA,46,GHA,285,424,68.5,1,18,6,42,16,20,111.495,35.999,0,43.635,0,0,10.14285714,81.71428571,410.0,42.64285714,18.35714286,1,0,2014
91,46,POR,46,POR,418,568,70.64285714,1,19,10,58,21,16,114.66,42.76,0,38.512,0,0,9.571428571,82.14285714,409.0,40.0,17.78571429,1,0,2014
92,47,BEL,47,BEL,285,421,66.42857143,1,16,11,45,11,16,104.697,34.342,0,38.593,0,0,9.214285713999999,82.85714286,370.0,42.5,20.78571429,0,1,2014
93,47,KOR,47,KOR,368,501,72.92857143,0,18,12,55,16,11,111.96700000000001,39.974000000000004,0,37.427,0,0,10.21428571,81.0,438.0,44.14285714,22.35714286,1,-1,2014
94,48,ALG,48,ALG,322,465,60.71428571,1,8,6,43,15,14,110.182,36.871,0,45.788999999999994,0,0,10.57142857,81.0,419.0,38.64285714,17.07142857,1,0,2014
95,48,RUS,48,RUS,440,588,71.35714286,1,10,7,57,14,15,115.921,47.208,0,40.171,0,0,10.57142857,80.0,390.0,46.57142857,23.78571429,1,0,2014
96,49,BRA,49,BRA,393,574,66.64285714,4,23,13,48,28,21,136.32299999999998,43.38399999999999,0,48.61,0,0,8.642857142999999,84.21428571,452.0,47.07142857,23.28571429,3,1,2014
97,49,CHI,49,CHI,424,593,62.5,3,13,5,52,23,26,145.832,50.821000000000005,0,46.382,0,0,9.428571429,83.28571429,572.0,35.92857143,15.92857143,4,-1,2014
98,50,COL,50,COL,339,462,72.78571429,2,10,8,51,19,16,103.48299999999999,34.784,0,28.66,0,0,9.071428571,83.28571429,348.0,38.35714286,18.0,0,1,2014
99,50,URU,50,URU,329,437,74.07142857,0,16,9,49,17,18,105.52,29.951999999999998,0,36.121,0,0,9.428571429,82.14285714,339.0,44.78571429,23.21428571,2,-1,2014
100,51,MEX,51,MEX,311,424,71.42857143,1,12,7,56,12,8,112.375,33.803000000000004,0,44.321000000000005,0,0,8.571428571,83.85714286,310.0,34.21428571,13.78571429,2,-1,2014
101,51,NED,51,NED,461,575,76.21428571,2,14,8,44,8,12,112.55799999999999,43.098,0,36.369,0,0,8.214285713999999,84.0,351.0,47.85714286,23.07142857,1,1,2014
102,52,CRC,52,CRC,334,467,71.28571429,6,6,2,40,22,16,131.321,35.385,0,51.63,0,0,8.071428571,84.57142857,366.0,31.78571429,12.28571429,4,1,2014
103,52,GRE,52,GRE,502,624,78.0,4,24,13,60,16,21,132.491,49.00899999999999,0,36.847,0,0,7.0,86.28571429,382.0,47.71428571,23.64285714,6,-1,2014
104,53,FRA,53,FRA,340,448,76.15384615,1,15,9,53,12,12,103.056,32.214,0,37.552,0,0,9.076923077,83.61538462,372.0,46.07692308,23.38461538,0,1,2014
105,53,NGA,53,NGA,315,421,75.0,0,8,6,47,15,12,96.40100000000001,33.948,0,31.409000000000002,0,0,7.230769231,86.30769231,343.0,36.61538462,16.07692308,1,-1,2014
106,54,ALG,54,ALG,335,504,66.57142857,1,11,7,34,20,10,124.53200000000001,30.483,4,54.044,1,0,10.5,81.0,456.0,28.42857143,10.92857143,2,-1,2014
107,54,GER,54,GER,768,940,79.0,2,29,22,66,11,18,127.414,53.725,4,32.117,1,0,11.21428571,79.42857143,416.0,42.28571429,20.57142857,1,1,2014
108,55,ARG,55,ARG,587,768,74.64285714,1,29,22,63,19,26,135.266,55.964,0,37.931999999999995,3,0,8.5,84.85714286,482.0,50.21428571,27.21428571,0,1,2014
109,55,SUI,55,SUI,335,489,68.21428571,0,14,7,37,28,19,147.20600000000002,38.998000000000005,1,63.536,2,0,9.214285713999999,82.42857143,495.0,35.71428571,16.5,1,-1,2014
110,56,BEL,56,BEL,454,607,72.35714286,2,38,26,46,27,10,147.259,49.978,0,54.951,0,0,9.0,83.57142857,506.0,49.64285714,25.42857143,1,1,2014
111,56,USA,56,USA,579,746,73.85714286,1,14,9,54,11,24,154.944,56.391999999999996,0,53.883,0,0,10.14285714,81.14285714,627.0,36.14285714,16.85714286,2,-1,2014
112,57,BRA,57,BRA,265,369,69.42857143,2,12,6,51,31,23,96.40100000000001,27.709,0,26.925,0,0,8.785714286000001,85.14285714,344.0,31.5,14.0,1,1,2014
113,57,COL,57,COL,253,368,68.0,1,11,5,49,23,30,98.531,27.305999999999997,0,28.528000000000002,0,0,7.857142857,86.07142857,366.0,50.85714286,28.57142857,2,-1,2014
114,58,FRA,58,FRA,376,511,76.71428571,0,13,9,49,15,16,100.531,34.765,3,35.927,0,0,8.428571429,84.07142857,331.0,38.64285714,17.14285714,1,-1,2014
115,58,GER,58,GER,378,517,62.07142857,1,8,6,51,18,15,107.68799999999999,37.589,0,39.353,2,0,10.85714286,80.07142857,330.0,42.07142857,17.78571429,0,1,2014
116,59,CRC,59,CRC,306,456,65.0,3,6,3,33,13,14,140.588,34.969,0,64.703,0,0,8.357142857000001,84.28571429,432.0,31.0,10.35714286,4,-1,2014
117,59,NED,59,NED,671,821,74.42857143,4,20,15,67,15,11,133.03,58.208,0,36.589,0,0,8.357142857000001,85.64285714,420.0,49.42857143,26.21428571,3,1,2014
118,60,ARG,60,ARG,326,443,73.14285714,1,10,7,47,11,13,104.85600000000001,35.107,1,35.041,1,0,8.714285713999999,83.92857143,366.0,34.85714286,14.57142857,0,1,2014
119,60,BEL,60,BEL,351,476,72.14285714,0,10,4,53,14,10,106.789,34.725,6,37.506,2,0,8.571428571,84.14285714,358.0,52.28571429,25.35714286,1,-1,2014
120,61,BRA,61,BRA,433,547,77.28571429,1,18,13,47,11,14,108.90299999999999,42.675,3,44.119,1,0,11.5,79.71428571,493.0,45.78571429,21.85714286,7,-1,2014
121,61,GER,61,GER,483,592,80.0,7,14,12,53,14,10,119.329,46.592,0,47.825,0,0,11.35714286,78.92857143,467.0,39.42857143,16.78571429,1,1,2014
122,62,ARG,62,ARG,490,639,70.85714286,4,8,5,45,10,14,135.415,46.373999999999995,4,57.70399999999999,1,0,8.357142857000001,84.5,493.0,38.28571429,15.28571429,2,1,2014
123,62,NED,62,NED,656,818,80.35714286,2,7,3,55,15,10,139.428,56.281000000000006,4,51.551,2,0,8.214285713999999,83.78571429,466.0,42.35714286,15.71428571,4,-1,2014
124,63,BRA,63,BRA,482,597,79.71428571,0,11,5,58,16,20,104.896,41.177,0,32.861999999999995,0,0,9.142857142999999,83.57142857,439.0,48.78571429,22.5,3,-1,2014
125,63,NED,63,NED,313,410,72.5,3,8,5,42,20,14,112.944,33.367,0,45.49100000000001,0,0,9.0,82.85714286,423.0,27.5,10.07142857,0,1,2014
126,64,ARG,64,ARG,416,586,68.07142857,0,10,2,36,16,19,138.39700000000002,42.626999999999995,2,60.146,2,0,8.642857142999999,84.21428571,487.0,33.85714286,14.07142857,1,-1,2014
