,MATCH,TEAM,match,team,passes completed,total passes,passes acc,goals for,total shots,on-target,possession,fouls committed,fouls suffered,distance,distance poss,offsides,distance not poss,yellow,red,high intensity,low intensity,sprints,time opp half,time opp third,goals_against,WDL,year
127,64,GER,64,GER,736,915,79.28571429,1,10,7,64,20,16,150.487,62.516999999999996,3,49.52,2,0,10.21428571,81.28571429,550.0,47.71428571,23.71428571,0,1,2014
0,1,KSA,1,KSA,443,511,88.21428571,0,6,0,60,10,22,65.35300000000001,43.748000000000005,0,37.247,0,0,10.24107143,82.35385714,403.0,36.78571429,15.64285714,5,-1,2018
1,1,RUS,1,RUS,240,302,80.35714286,5,13,7,40,22,10,117.963,36.596,0,53.208,0,0,13.21428571,80.6355,438.0,47.64285714,24.07142857,0,1,2018
2,2,EGY,2,EGY,308,395,77.97468354,0,8,3,43,12,4,112.1,46.8578,1,65.2422,2,0,9.166227375,82.83042504,336.384,41.33735,19.8147,1,-1,2018
3,2,URU,2,URU,508,589,86.24787776,1,14,4,57,6,12,111.7,46.913999999999994,1,64.786,0,0,9.166227375,82.83042504,336.384,41.33735,19.8147,0,1,2018
4,3,ESP,3,ESP,677,727,91.85714286,3,12,5,61,10,11,82.935,46.461999999999996,0,34.102,0,0,8.258928573,82.92664286,298.0,43.42857143,18.0,3,0,2018
5,3,POR,3,POR,320,366,84.5,3,8,3,39,12,10,102.493,30.1,0,50.056999999999995,0,0,8.258928573,83.24485714,267.0,41.0,20.07142857,3,0,2018
6,4,IRN,4,IRN,129,194,73.64285714,0,8,2,36,14,21,79.604,23.346,0,43.111000000000004,0,0,9.580357141,83.37214286,374.0,29.0,12.5,0,0,2018
7,4,MAR,4,MAR,371,433,78.28571429,0,13,3,64,22,13,101.06200000000001,42.533,0,25.945,0,0,8.589285713999999,83.24485714,340.0,47.64285714,20.07142857,0,0,2018
8,5,AUS,5,AUS,332,390,82.21428571,1,4,1,49,19,14,61.248999999999995,39.754,0,46.691,3,0,10.24107143,81.5265,393.0,35.35714286,15.85714286,1,0,2018
9,5,FRA,5,FRA,423,484,81.64285714,1,13,5,51,16,19,102.839,39.181,0,39.82,1,0,9.25,82.92664286,345.0,52.35714286,27.71428571,1,0,2018
10,6,DEN,6,DEN,282,342,83.85714286,1,10,3,48,18,9,50.18600000000001,38.67,0,45.776,0,0,8.589285713999999,82.863,328.0,39.07142857,17.85714286,0,1,2018
11,6,PER,6,PER,334,394,84.35714286,0,18,6,52,10,16,104.2,43.5556,0,60.6444,0,0,9.166227375,82.83042504,336.384,41.33735,19.8147,1,-1,2018
12,7,ARG,7,ARG,657,718,89.64285714,1,26,7,72,10,14,101.24600000000001,57.004,0,24.136,0,0,6.9375,83.69035714,264.0,62.92857143,36.42857143,1,0,2018
13,7,ISL,7,ISL,127,190,70.35714286,1,9,3,28,15,8,75.038,23.656,0,60.526,0,0,7.9285714270000005,83.24485714,248.0,23.35714286,9.357142857000001,1,0,2018
14,8,CRO,8,CRO,386,462,73.78571429,1,11,2,54,20,13,103.73100000000001,42.919,2,37.796,2,0,12.88392857,81.84471429,394.0,42.92857143,20.14285714,0,1,2018
15,8,NGA,8,NGA,327,388,74.0,0,14,2,46,16,19,80.609,34.343,1,44.77,1,0,8.919642859,83.11757143,324.0,42.07142857,19.21428571,1,-1,2018
16,9,BRA,9,BRA,460,521,89.92857143,1,20,4,52,12,19,103.258,46.309,0,39.318000000000005,0,0,10.24107143,82.73571429,356.0,49.14285714,27.35714286,1,0,2018
17,9,SUI,9,SUI,364,438,70.57142857,1,6,2,48,19,11,77.828,38.501999999999995,0,51.321999999999996,0,0,8.258928573,83.05392857,311.0,33.35714286,13.78571429,1,0,2018
18,10,CRC,10,CRC,355,428,83.0,0,10,3,50,18,15,107.38600000000001,40.033,1,43.015,2,0,6.607142859,83.56307143,279.0,43.85714286,20.85714286,1,-1,2018
19,10,SRB,10,SRB,325,392,78.64285714,1,10,3,50,15,18,69.22800000000001,39.478,3,43.401,2,0,9.910714286000001,82.35385714,306.0,40.71428571,18.21428571,0,1,2018
20,11,GER,11,GER,524,595,85.35714286,0,25,9,60,10,12,109.65100000000001,51.577,0,36.229,0,0,8.589285713999999,81.84471429,348.0,57.78571429,33.21428571,1,-1,2018
21,11,MEX,11,MEX,231,281,81.78571429,1,12,4,40,15,9,76.258,33.762,0,51.458,0,0,8.919642859,82.60842857,322.0,28.64285714,11.57142857,0,1,2018
22,12,KOR,12,KOR,278,351,76.28571429,0,5,0,48,23,20,83.14200000000001,38.053000000000004,0,41.577,0,0,6.9375,83.49942857,308.0,40.21428571,20.14285714,1,-1,2018
23,12,SWE,12,SWE,352,417,81.85714286,1,15,4,52,20,23,101.72200000000001,39.406,0,38.701,0,0,5.9464285729999995,83.75399999999999,254.0,39.21428571,19.92857143,0,1,2018
24,13,BEL,13,BEL,483,544,86.0,3,15,6,61,17,18,102.46600000000001,48.422,1,35.883,3,0,11.23214286,82.03564286,353.0,51.57142857,28.14285714,0,1,2018
25,13,PAN,13,PAN,260,317,80.14285714,0,6,2,39,18,16,80.097,32.233000000000004,3,50.931000000000004,5,0,10.90178571,82.863,370.0,33.35714286,14.57142857,3,-1,2018
26,14,ENG,14,ENG,446,492,82.5,2,17,7,59,8,13,75.331,48.321999999999996,0,30.195999999999998,0,0,9.910714286000001,82.73571429,340.0,56.28571429,31.35714286,1,1,2018
27,14,TUN,14,TUN,266,326,74.35714286,1,6,1,41,14,8,102.86200000000001,26.194000000000003,0,51.528,0,0,8.589285713999999,83.11757143,353.0,21.0,7.0,2,-1,2018
28,15,POL,15,POL,484,554,86.14285714,1,10,4,57,8,13,109.994,45.348,0,39.289,0,0,9.25,82.09928571,357.0,43.21428571,19.5,1,0,2018
29,15,SEN,15,SEN,266,328,78.57142857,1,8,2,43,15,8,56.71,35.707,0,46.668,0,0,10.57142857,81.97200000000001,380.0,38.71428571,16.5,1,0,2018
30,16,COL,16,COL,290,352,81.21428571,1,8,3,41,15,9,93.361,29.701,0,43.803000000000004,0,1,9.25,82.79935714,283.0,32.5,13.78571429,2,-1,2018
31,16,JPN,16,JPN,491,565,85.21428571,2,14,6,59,9,14,71.291,44.284,0,34.851,0,0,8.589285713999999,83.24485714,334.0,50.42857143,25.71428571,1,1,2018
32,17,EGY,17,EGY,356,437,80.57142857,1,13,1,53,10,10,69.617,41.985,0,43.211000000000006,1,0,10.90178571,81.65378571,347.0,41.14285714,20.71428571,2,-1,2018
33,17,RUS,17,RUS,289,380,76.85714286,2,11,3,47,11,10,115.229,42.608000000000004,0,47.34,1,0,11.5625,80.6355,386.0,40.71428571,21.21428571,1,1,2018
34,18,KSA,18,KSA,510,590,82.57142857,0,8,3,53,13,9,70.077,41.777,0,37.891,0,0,6.9375,83.62671429,281.0,46.92857143,23.07142857,1,-1,2018
35,18,URU,18,URU,456,521,85.0,1,13,4,47,10,13,100.667,35.569,0,44.973,0,0,6.276785714,83.49942857,268.0,40.64285714,19.14285714,0,1,2018
36,19,MAR,19,MAR,359,466,74.42857143,0,16,4,53,23,18,57.343,42.373999999999995,0,38.676,0,0,11.23214286,82.09928571,386.0,50.78571429,26.42857143,1,-1,2018
37,19,POR,19,POR,293,387,74.0,1,10,2,47,19,21,105.118,34.367,0,44.875,0,0,10.24107143,82.35385714,329.0,33.35714286,13.92857143,0,1,2018
38,20,ESP,20,ESP,718,805,89.0,1,17,3,70,14,14,55.328,54.961000000000006,0,27.704,0,0,9.910714286000001,81.59014286,339.0,58.64285714,35.57142857,0,1,2018
39,20,IRN,20,IRN,152,219,64.21428571,0,5,0,30,14,14,106.396,25.605,0,59.251000000000005,0,0,10.57142857,82.22657143,322.0,24.42857143,11.78571429,1,-1,2018
40,21,FRA,21,FRA,311,405,71.14285714,1,12,4,44,11,15,102.77600000000001,36.446,0,45.001000000000005,2,0,10.90178571,82.863,307.0,40.64285714,18.71428571,0,1,2018
41,21,PER,21,PER,431,532,78.71428571,0,10,2,56,15,9,71.998,40.746,1,39.661,2,0,7.9285714270000005,83.18121429,331.0,42.71428571,19.71428571,1,-1,2018
42,22,AUS,22,AUS,441,520,79.5,1,14,5,51,5,5,54.345,49.25,0,48.409,0,0,11.5625,81.14464286,414.0,42.5,19.92857143,1,0,2018
43,22,DEN,22,DEN,403,458,86.38461538,1,10,5,49,7,5,111.50200000000001,43.123000000000005,1,50.736000000000004,2,0,11.38461539,82.24615385,388.0,43.61538462,20.92307692,1,0,2018
44,23,ARG,23,ARG,408,505,78.64285714,0,10,3,58,15,22,100.699,39.611999999999995,3,36.775,3,0,8.589285713999999,83.24485714,340.0,47.85714286,20.57142857,3,-1,2018
45,23,CRO,23,CRO,296,372,79.0,3,15,5,42,23,14,64.46,34.036,3,44.831,4,0,11.23214286,81.97200000000001,386.0,33.21428571,15.35714286,0,1,2018
46,24,ISL,24,ISL,218,291,77.28571429,0,10,3,42,10,9,56.021,33.37,0,46.525,0,0,8.589285713999999,82.48114286,359.0,41.42857143,19.0,2,-1,2018
47,24,NGA,24,NGA,399,473,85.42857143,2,16,4,58,9,10,99.67200000000001,41.213,1,33.187,1,0,10.57142857,82.92664286,316.0,39.35714286,17.35714286,0,1,2018
48,25,BRA,25,BRA,662,732,90.14285714,2,23,9,66,11,11,105.07600000000001,58.003,3,29.555,2,0,9.910714286000001,82.54478571,316.0,59.21428571,32.78571429,0,1,2018
49,25,CRC,25,CRC,199,273,72.85714286,0,4,0,34,11,11,59.144,27.691,3,63.816,1,0,9.580357141,82.79935714,311.0,20.78571429,6.928571429,2,-1,2018
50,26,SRB,26,SRB,241,309,75.84615385,1,12,3,42,17,12,115.588,36.154,0,54.821999999999996,0,0,9.605769231,82.10907692,375.0,39.30769231,17.61538462,2,-1,2018
51,26,SUI,26,SUI,474,547,76.78571429,2,20,5,58,12,17,62.49,49.781000000000006,0,38.585,0,0,13.54464286,82.22657143,366.0,46.78571429,23.64285714,1,1,2018
52,27,GER,27,GER,633,699,86.71428571,2,16,5,71,12,12,110.637,60.665,0,25.022,2,1,8.258928573,83.24485714,301.0,58.42857143,36.71428571,1,1,2018
53,27,SWE,27,SWE,165,213,75.64285714,1,8,6,29,13,10,60.483999999999995,22.985,0,62.742,0,0,7.267857141,82.99028571,236.0,27.78571429,12.64285714,2,-1,2018
54,28,KOR,28,KOR,284,346,80.28571429,1,17,6,41,24,7,98.977,32.215,0,44.582,0,0,9.580357141,82.99028571,352.0,33.42857143,14.92857143,2,-1,2018
55,28,MEX,28,MEX,432,485,86.07142857,2,13,5,59,7,21,86.59100000000001,39.951,0,33.342,0,0,8.919642859,83.18121429,301.0,46.35714286,21.57142857,1,1,2018
56,29,BEL,29,BEL,391,468,82.35714286,5,23,12,52,12,13,103.57700000000001,41.068000000000005,0,38.969,0,0,9.580357141,82.79935714,301.0,42.92857143,20.07142857,2,1,2018
57,29,TUN,29,TUN,392,477,80.35714286,2,15,5,48,13,11,71.808,35.958,0,43.156000000000006,0,0,8.589285713999999,82.99028571,350.0,36.0,14.21428571,5,-1,2018
58,30,ENG,30,ENG,557,593,92.07142857,6,12,7,58,14,12,98.559,41.905,3,35.042,1,0,6.9375,83.94492857,276.0,49.07142857,25.71428571,1,1,2018
59,30,PAN,30,PAN,352,398,86.78571429,1,8,2,42,13,14,89.006,30.355999999999998,0,40.162,3,0,5.285714286,84.645,207.0,28.92857143,11.0,6,-1,2018
60,31,COL,31,COL,419,514,80.85714286,3,13,3,55,10,15,48.31399999999999,45.976000000000006,0,38.63,0,0,8.589285713999999,82.73571429,364.0,34.07142857,14.35714286,0,1,2018
61,31,POL,31,POL,335,424,80.5,0,9,2,45,15,9,106.618,35.848,0,48.246,0,0,9.25,83.3085,341.0,43.5,20.78571429,3,-1,2018
62,32,JPN,32,JPN,376,449,76.42857143,2,7,3,54,8,14,105.088,44.278,0,40.594,0,0,10.90178571,82.09928571,367.0,40.5,16.21428571,2,0,2018
63,32,SEN,32,SEN,266,337,72.42857143,2,14,7,46,14,8,82.449,37.423,0,45.956,0,0,10.24107143,82.67207143,356.0,46.57142857,20.78571429,2,0,2018
64,33,RUS,33,RUS,296,355,81.42857143,0,3,1,44,18,17,78.08,30.374000000000002,0,40.683,2,1,9.25,82.60842857,280.0,37.92857143,18.14285714,2,-1,2018
65,33,URU,33,URU,431,492,85.28571429,2,17,7,56,17,17,101.083,38.334,0,32.823,0,0,10.57142857,82.79935714,267.0,41.92857143,20.5,0,1,2018
66,34,EGY,34,EGY,293,363,78.28571429,1,8,1,39,16,7,76.28,30.513,3,54.18899999999999,2,0,9.580357141,82.73571429,300.0,31.21428571,13.85714286,2,-1,2018
67,34,KSA,34,KSA,591,667,81.69230769,2,22,7,61,7,14,101.37899999999999,48.108000000000004,1,31.406999999999996,0,0,8.538461538,83.34276923,333.0,55.30769231,31.53846154,1,1,2018
68,35,IRN,35,IRN,155,226,75.14285714,1,8,2,32,16,10,105.281,25.248,0,49.019,0,0,9.25,82.48114286,399.0,33.5,14.28571429,1,0,2018
69,35,POR,35,POR,548,619,78.5,1,14,4,68,11,15,89.67200000000001,45.538000000000004,0,26.623,0,0,8.919642859,82.67207143,317.0,39.78571429,19.5,1,0,2018
70,36,ESP,36,ESP,694,762,89.0,2,16,4,68,5,17,103.46700000000001,56.277,0,27.921999999999997,0,0,9.580357141,82.60842857,363.0,59.35714286,33.07142857,2,0,2018
71,36,MAR,36,MAR,207,247,84.78571429,2,6,3,32,17,5,51.06,26.548000000000002,0,64.036,0,0,10.57142857,82.22657143,384.0,25.35714286,9.285714286000001,2,0,2018
72,37,DEN,37,DEN,224,303,69.0,0,5,1,38,10,10,106.14399999999999,30.480999999999998,0,58.115,1,0,7.598214286,83.05392857,273.0,31.28571429,13.35714286,0,0,2018
73,37,FRA,37,FRA,581,667,83.64285714,0,11,4,62,10,10,63.543,54.695,1,32.405,0,0,9.910714286000001,83.05392857,343.0,52.71428571,27.64285714,0,0,2018
74,38,AUS,38,AUS,479,554,78.85714286,0,14,2,53,13,11,104.929,44.468999999999994,3,37.257,4,0,9.580357141,83.05392857,296.0,53.07142857,28.64285714,2,-1,2018
75,38,PER,38,PER,339,417,80.21428571,2,4,3,47,12,13,80.452,32.262,1,45.693000000000005,2,0,7.9285714270000005,83.05392857,316.0,30.35714286,10.14285714,0,1,2018
76,39,ARG,39,ARG,476,565,75.85714286,2,8,4,66,15,18,91.26700000000001,46.52,0,28.018,0,0,8.919642859,83.18121429,328.0,47.57142857,23.0,1,1,2018
77,39,NGA,39,NGA,186,244,71.71428571,1,9,3,34,20,15,97.764,24.087,0,49.04600000000001,0,0,6.9375,83.81764286,299.0,33.35714286,14.35714286,2,-1,2018
78,40,CRO,40,CRO,458,524,85.42857143,2,13,2,59,12,10,81.35600000000001,42.626000000000005,0,31.954,2,0,9.25,83.18121429,292.0,38.14285714,18.92857143,1,1,2018
79,40,ISL,40,ISL,238,324,63.14285714,1,17,6,41,10,10,103.324,30.502,1,45.098,3,0,10.90178571,82.22657143,306.0,45.14285714,24.5,2,-1,2018
80,41,BRA,41,BRA,556,630,86.64285714,2,13,6,56,7,11,74.683,45.941,0,40.529,0,0,8.258928573,82.79935714,333.0,36.07142857,14.35714286,0,1,2018
81,41,SRB,41,SRB,362,462,69.42857143,0,10,1,44,13,7,114.16799999999999,40.751,0,53.746,0,0,12.88392857,81.59014286,378.0,46.85714286,24.5,2,-1,2018
82,42,CRC,42,CRC,284,348,81.92857143,1,14,6,40,14,9,63.482,33.679,1,50.255,3,0,11.89285714,81.71742857,330.0,44.28571429,23.07142857,2,-1,2018
83,42,SUI,42,SUI,514,586,85.0,2,12,3,60,9,14,103.212,47.156000000000006,1,36.435,3,0,7.9285714270000005,83.05392857,322.0,37.42857143,16.14285714,1,1,2018
84,43,GER,43,GER,633,719,86.21428571,0,26,6,70,7,15,65.293,56.49100000000001,0,29.865,0,0,8.919642859,82.79935714,375.0,57.35714286,34.28571429,2,-1,2018
85,43,KOR,43,KOR,176,237,77.5,2,11,5,30,16,6,117.647,27.974,0,60.008,0,0,10.57142857,82.48114286,406.0,29.42857143,12.21428571,0,1,2018
86,44,MEX,44,MEX,406,487,82.92857143,0,19,3,65,14,11,94.79299999999999,44.326,0,26.166999999999998,0,0,6.276785714,84.26314286,241.0,53.07142857,29.71428571,2,-1,2018
87,44,SWE,44,SWE,143,212,68.14285714,2,13,5,35,11,12,91.721,26.105999999999998,0,48.949,0,0,6.607142859,83.62671429,238.0,34.28571429,15.57142857,0,1,2018
88,45,BEL,45,BEL,490,556,87.38461538,1,15,4,52,14,11,56.1,42.42,0,45.472,0,0,9.25,82.24615385,339.0,33.69230769,12.38461538,0,1,2018
89,45,ENG,45,ENG,424,484,87.23076923,0,13,1,48,11,13,108.514,41.827,0,47.61,0,0,7.471153844,82.10907692,339.0,43.76923077,22.84615385,1,-1,2018
90,46,PAN,46,PAN,220,284,77.5,0,9,4,36,18,18,102.264,25.763,4,51.187,3,0,8.919642859,83.56307143,332.0,37.64285714,15.21428571,2,-1,2018
91,46,TUN,46,TUN,546,626,88.0,2,15,7,64,19,16,66.789,49.617,1,30.456999999999997,3,0,8.919642859,83.43578571,346.0,44.64285714,19.42857143,0,1,2018
92,47,JPN,47,JPN,478,557,80.78571429,0,10,3,54,11,8,102.45299999999999,37.488,0,40.163000000000004,0,0,7.267857141,84.00857143,309.0,39.71428571,17.5,1,-1,2018
93,47,POL,47,POL,382,462,79.15384615,1,11,2,46,8,11,89.395,35.726,0,38.68,0,0,6.759615387,84.645,241.0,44.07692308,20.61538462,0,1,2018
94,48,COL,48,COL,359,431,81.35714286,1,4,2,57,15,15,99.956,35.195,0,37.067,0,0,9.580357141,82.73571429,342.0,42.35714286,16.78571429,0,1,2018
95,48,SEN,48,SEN,219,281,73.21428571,0,8,3,43,15,14,96.789,34.091,0,37.669000000000004,0,0,9.25,83.18121429,325.0,43.57142857,19.42857143,1,-1,2018
96,49,POR,49,POR,489,584,82.64285714,1,20,5,61,13,13,106.844,52.099,0,29.743000000000002,0,0,6.9375,82.92664286,303.0,55.71428571,32.64285714,2,-1,2018
97,49,URU,49,URU,185,266,70.42857143,2,6,3,39,13,12,105.546,28.511999999999997,0,52.562,0,0,7.267857141,82.79935714,286.0,29.0,11.78571429,1,1,2018
98,50,ARG,50,ARG,471,547,82.92857143,3,9,4,59,15,21,96.331,40.431999999999995,1,32.565,5,0,9.25,83.75399999999999,319.0,45.92857143,22.42857143,4,-1,2018
99,50,FRA,50,FRA,295,351,81.21428571,4,9,4,41,21,15,97.271,30.131999999999998,0,43.041000000000004,3,0,8.919642859,83.3085,306.0,34.57142857,14.21428571,3,1,2018
100,51,ESP,51,ESP,1031,1137,83.53333333,3,25,9,75,5,17,137.009,77.012,0,31.691,0,0,7.708333335,83.9322,355.0,58.53333333,34.2,5,-1,2018
101,51,RUS,51,RUS,204,284,69.4,5,6,1,25,19,4,145.786,29.261999999999997,0,89.447,0,0,8.325,82.7442,372.0,27.8,13.8,3,1,2018
102,52,CRO,52,CRO,506,625,79.2,4,22,7,54,5,19,131.97899999999998,51.161,2,51.262,0,0,7.708333335,83.2788,412.0,42.46666667,20.06666667,3,1,2018
103,52,DEN,52,DEN,425,538,78.46666667,3,15,3,46,19,4,134.905,48.438,0,56.111000000000004,1,0,7.4,83.3382,377.0,39.2,17.06666667,4,-1,2018
104,53,BRA,53,BRA,330,398,83.35714286,2,21,10,47,6,18,99.198,34.366,0,43.038000000000004,0,0,9.910714286000001,83.11757143,344.0,34.85714286,14.5,0,1,2018
105,53,MEX,53,MEX,362,424,82.21428571,0,13,1,53,18,6,97.01899999999999,38.685,0,37.228,0,0,9.580357141,83.24485714,359.0,43.5,20.21428571,2,-1,2018
106,54,BEL,54,BEL,540,621,85.53846154,3,24,8,56,13,8,107.836,45.528,0,39.391,0,0,9.605769231,82.863,333.0,47.15384615,24.0,2,1,2018
107,54,JPN,54,JPN,374,453,81.38461538,2,11,4,44,9,12,108.889,36.129,0,49.742,0,0,10.67307692,82.31469229999999,380.0,35.46153846,13.38461538,3,-1,2018
108,55,SUI,55,SUI,501,599,79.38461538,0,18,4,63,13,11,102.73100000000001,48.971000000000004,0,29.496,1,1,7.115384613,83.47984615,288.0,51.0,28.38461538,1,-1,2018
109,55,SWE,55,SWE,199,271,78.64285714,1,12,3,37,11,12,105.059,27.244,0,52.156000000000006,0,0,7.9285714270000005,83.18121429,286.0,36.64285714,16.35714286,0,1,2018
110,56,COL,56,COL,405,516,77.33333333,4,14,4,49,23,13,135.875,44.86,0,53.257,0,0,7.708333335,83.8134,423.0,35.2,12.33333333,5,-1,2018
111,56,ENG,56,ENG,471,571,77.53333333,5,16,2,51,13,22,142.80200000000002,50.983000000000004,0,52.254,0,0,9.866666665,82.8036,415.0,45.66666667,22.8,4,1,2018
112,57,FRA,57,FRA,427,524,84.07142857,2,11,2,58,15,16,99.37100000000001,39.907,0,32.864000000000004,2,0,7.598214286,82.863,294.0,40.07142857,19.21428571,0,1,2018
113,57,URU,57,URU,215,322,65.5,0,11,4,42,17,15,103.41799999999999,32.408,0,43.551,2,0,7.9285714270000005,83.05392857,300.0,42.28571429,20.07142857,2,-1,2018
114,58,BEL,58,BEL,307,370,84.0,1,8,3,43,16,14,105.194,37.811,0,45.833999999999996,0,0,8.538461538,82.79446154,318.0,29.30769231,11.15384615,1,0,2018
115,58,BRA,58,BRA,493,557,86.92857143,1,26,9,57,14,14,103.509,42.442,0,40.129,0,0,11.23214286,81.97200000000001,385.0,50.92857143,26.78571429,1,0,2018
116,59,CRO,59,CRO,615,753,79.66666667,6,17,3,62,18,24,139.097,62.451,0,41.021,4,0,9.25,82.8036,462.0,40.46666667,18.26666667,5,1,2018
117,59,RUS,59,RUS,276,399,66.4,5,13,7,38,25,15,147.901,40.794000000000004,1,71.661,1,0,11.71666667,81.5562,507.0,40.13333333,19.06666667,6,-1,2018
118,60,ENG,60,ENG,420,525,79.92857143,2,12,2,57,7,9,109.823,45.29,0,38.565,0,0,11.5625,81.97200000000001,356.0,46.0,23.35714286,0,1,2018
119,60,SWE,60,SWE,280,379,71.35714286,0,7,3,43,10,7,106.70100000000001,34.619,0,48.231,0,0,7.598214286,83.18121429,305.0,39.57142857,18.07142857,2,-1,2018
120,61,BEL,61,BEL,565,629,82.64285714,0,9,3,60,16,6,102.115,45.456,1,35.351,3,0,7.9285714270000005,83.24485714,301.0,48.35714286,24.28571429,1,-1,2018
121,61,FRA,61,FRA,294,342,86.38461538,1,19,5,40,6,16,101.609,32.422,1,47.983999999999995,2,0,7.115384613,83.54838462,296.0,34.46153846,14.53846154,0,1,2018
122,62,CRO,62,CRO,494,622,70.66666667,2,22,7,54,23,13,143.286,54.381,1,50.433,2,0,11.40833333,82.3284,530.0,38.6,17.46666667,1,1,2018
123,62,ENG,62,ENG,377,479,70.66666667,1,11,1,46,14,21,147.828,46.547,3,61.544,1,0,8.941666665,82.566,488.0,41.26666667,20.2,2,-1,2018
124,63,BEL,63,BEL,450,510,89.85714286,2,12,4,43,11,5,107.84299999999999,43.864,0,49.674,0,0,8.589285713999999,83.11757143,322.0,32.64285714,12.64285714,0,1,2018
125,63,ENG,63,ENG,641,698,91.14285714,0,15,5,57,5,10,109.646,48.058,0,47.313,0,0,12.22321429,82.4175,378.0,51.07142857,25.85714286,2,-1,2018
126,64,CRO,64,CRO,456,547,80.30769231,2,15,3,61,13,12,100.26100000000001,45.567,1,29.223000000000003,1,0,9.25,83.2056923,349.0,48.53846154,26.61538462,3,-1,2018
127,64,FRA,64,FRA,202,271,72.5,3,8,6,39,14,12,99.238,26.612,1,46.387,2,0,9.910714286000001,83.62671429,318.0,31.28571429,14.28571429,2,1,2018
